source,target,generated,similarity,confidence
"11.4.3
최신 동향","11.4.3 
RECENT DEVELOPMENTS","11.4.3  
최신 동향",0.89013416,0.95
"MSD
애니멀
헬스(미국
및
캐나다에서의
머크
사명)는 터키 최대 비공개 동물보건 제품 제조사인
빌산 파마수티컬의 인수 계약을 체결했다","MSD Animal Health (Merck Animal Health in the US 
and Canada) signed an agreement to acquire Vilsan 
Pharmaceuticals, the largest privately-held producer 
of animal health products in Turkey.",MSD 애니멀 헬스(미국 및 캐나다에서의 머크 사명)는 터키 최대 비공식 동물보건 제품 제조사인 빌산 파마수티컬의 인수 계약을 체결했다.,0.83238083,0.95
"
11.4.4
전략
","11.4.4 
STRATEGIC OVERVIEW","11.4.4  
전략",0.8815671,0.95
"유형
중점 지역
고객 부문
가치 제안
M&A/파트너","TYPE
GEOGRAPHIC FOCUS
CUSTOMER SEGMENT
VALUE PROPOSITION
M&A/PARTNERS","유형  
중점 지역  
고객 부문  
가치 제안  
M&A/파트너",0.71390915,0.95
"외부 기생충 구충제
북미
동물병원 및 클리닉","Ectoparasiticides
North America
Veterinary Hospitals 
& Clinics","외부 기생충 구충제  
북미  
동물병원 및 클리닉",0.74051106,0.95
"내부 기생충 구충제
유럽
축산농장
인수","Endoparasiticides
Europe
Animal Farms
Acquisitions","내부 기생충 구충제  
유럽  
축산 농장  
인수",0.67696047,0.95
"출처: 기업 웹사이트, 연차보고서, SEC 자료, 보도자료, MarketsandMarkets 분석","Source: Company Website, Annual Reports, SEC Filings, Press Releases, and MarketsandMarkets Analysis","출처: 기업 웹사이트, 연차보고서, SEC 자료, 보도자료, MarketsandMarkets 분석",0.9637164,0.95
"11.4.5
경쟁력 분석
","11.4.5 
COMPETITIVE ANALYSIS","11.4.5  
경쟁력 분석",0.8390775,0.95
"R&D: 머크는 기업의 연구 역량과 혁신적인 제품 포트폴리오를 활용하여 동물용 구충제 시장에서 대표 기업으로서의 위치를 확보하고 있다. 2019년 제품 R&D에 987만 2,000달러를 투자했는데, 이는 2018년 975만 2,000달러에서 증가한 수치이다.","R&D: The company leverages its research capabilities and innovative product portfolio to ensure a leading 
position in the animal parasiticides market. In 2019, it invested USD 9,872 million, up from USD 9,752 
million in 2018, in product R&D.","R&D: 머크는 기업의 연구 역량과 혁신적인 제품 포트폴리오를 활용하여 동물용 구충제 시장에서 대표 기업으로서의 위치를 확보하고 있다. 2019년 제품 R&D에 987만 2,000달러를 투자했는데, 이는 2018년 975만 2,000달러에서 증가한 수치이다.",0.82335484,0.95
"
11.5
조에티스(ZOETIS)","11.5 
ZOETIS","11.5  
조에티스 (ZOETIS)",0.95398605,0.95
"
11.5.1
기업 개요","11.5.1 
BUSINESS OVERVIEW","11.5.1  
기업 개요",0.7912984,0.95
"조에티스는 동물보건 기업으로 반려동물뿐만 아니라 가축을 대상으로 하는 백신과 의약품의 폭넓은 제품 포트폴리오를 발굴, 개발, 제조, 상품화한다. 조에티스는 반려동물, 가축, 계약 제조 및 인간의약품의 세 가지 사업 부문을 운영한다. 기업의 주요 제품의 범주에는 항감염제, 백신, 구충제, 약용 사료첨가제, 기타 의약품 및 비의약품이 포함된다. 조에티스는 또한 기타 비의약품 범주 하에서 개, 고양이, 말, 가금류, 돼지와 같은 동물들을 대상으로 하는 다양한 수의학 진단 및 유전학 제품을 제공한다.","Zoetis is an animal health company that discovers, develops, manufactures, and commercializes a wide 
portfolio of vaccines and medicines for livestock as well as companion animals. It operates through three 
business segments—companion animal, livestock, and contract manufacturing & human health. The 
company’s major product categories include anti-infectives, vaccines, parasiticides, medicated feed 
additives, other pharmaceutical products, and other non-pharmaceutical products. Zoetis also offers 
various veterinary diagnostic and genetics products for canine, feline, equine, poultry, and swine animals 
under its other non-pharmaceuticals product category","조에티스는 동물보건 기업으로 반려동물뿐만 아니라 가축을 대상으로 하는 백신과 의약품의 폭넓은 제품 포트폴리오를 발굴, 개발, 제조, 상품화합니다. 조에티스는 반려동물, 가축, 계약 제조 및 인간의약품의 세 가지 사업 부문을 운영합니다. 기업의 주요 제품 범주에는 항감염제, 백신, 구충제, 약용 사료첨가제, 기타 의약품 및 비의약품이 포함됩니다. 조에티스는 또한 기타 비의약품 범주 하에서 개, 고양이, 말, 가금류, 돼지와 같은 동물들을 대상으로 하는 다양한 수의학 진단 및 유전학 제품을 제공합니다.",0.7325355,0.95
"조에티스는 미국, 유럽￿아프리카￿중동, 캐나다￿라틴 아메리카, 아시아태평양의 4개 지역에서의 재무 현황에 대해 보고한다. 70개 국에서 기업활동을 영위하고 있으며, 유통 네트워크를 통해 120개 이상의 국가에서 제품을 판매한다. 주요 자회사로는 Allabinc de Mexico, S.A. de C.V.(멕시코), Alpharma Animal Health Company(미국), Fort Dodge Asia Exports, Inc.(미국), and Jilin Pfizer Guoyuan Animal Health(중국) 등이 있다.","The company reports its financials in four geographic regions—the US; Europe, Africa, and the Middle East; 
Canada and Latin America; and the Asia Pacific. The company operates in 70 countries and sells products 
in over 120 countries through distribution networks. Some of its major subsidiaries are Allabinc de Mexico, 
S.A. de C.V. (Mexico), Alpharma Animal Health Company (US), Fort Dodge Asia Exports, Inc. (US), and Jilin 
Pfizer Guoyuan Animal Health (China).","조에티스는 미국, 유럽, 아프리카, 중동, 캐나다, 라틴 아메리카, 아시아 태평양의 4개 지역에서의 재무 현황에 대해 보고합니다. 70개국에서 기업 활동을 영위하고 있으며, 유통 네트워크를 통해 120개 이상의 국가에서 제품을 판매합니다. 주요 자회사로는 Allabinc de Mexico, S.A. de C.V.(멕시코), Alpharma Animal Health Company(미국), Fort Dodge Asia Exports, Inc.(미국), Jilin Pfizer Guoyuan Animal Health(중국) 등이 있습니다.",0.91406333,0.95
"설립:
본사:
직원 수:
수익:
R&D 지출:
소유 :","Founded: 
1952 5.00
Headquarters: 
Delaware, US
No. of Employees: 10,600 (As of December 2019)
Revenue: 
USD 6.26 Billion
R&D Expenditure: USD 457.0 Million
Ownership: 
Public","설립:  
본사:  
직원 수:  
수익:  
R&D 지출:  
소유:",0.68634266,0.95
"■ 미국
■ 브라질
■ 캐나다
■ 중국
■ 영국
■ 호주
■ 일본
■ 독일
■ 프랑스
■ 멕시코
■ 스페인
■ 이탈리아
■ 기타 선진국
■ 기타 신흥국","US
Brazil
Canada
China
UK
Australia
Japan
Germany
France
Mexico
Spain
Italy
Other Developed
Other Emerging","■ 미국  
■ 브라질  
■ 캐나다  
■ 중국  
■ 영국  
■ 호주  
■ 일본  
■ 독일  
■ 프랑스  
■ 멕시코  
■ 스페인  
■ 이탈리아  
■ 기타 선진국  
■ 기타 신흥국",0.9101547,0.95
"11.5.2
제공 제품","11.5.2 
PRODUCTS OFFERED","11.5.2  
제공 제품",0.9141902,0.95
"§
Revolution/stronghold"," 
Revolution/stronghold",혁명/거점,0.816921,0.95
"§
Revolution/stronghold Plus"," 
Revolution/stronghold Plus",혁명/요새 플러스,0.8466779,0.95
"§
Simparica"," 
Simparica",심파리카,0.6959159,0.95
"§
Simparica trio"," 
Simparica trio",심파리카 트리오,0.78001773,0.95
"§
ProHeart"," 
ProHeart",프로하트,0.6622408,0.95
"§
Dectomax"," 
Dectomax","Dectomax

Translation: 덱토맥스",0.86371255,0.95
"§
Valbazen"," 
Valbazen",발바젠,0.7139299,0.95
"§
Startect"," 
Startect",스타텍트,0.44284457,0.95
"11.5.3
최신 동향","11.5.3 
RECENT DEVELOPMENTS","11.5.3  
최신 동향",0.8647357,0.95
"2020년 2월
반려동물","February 2020 
Companion Animals","2020년 2월  
반려동물",0.9107218,0.95
외부 및 내부 기생충 혼합 감염증을 갖고 있거나 이에 대한,"Simparica Trio, a parasiticide for dogs with, or at risk from, mixed external and internal parasitic infestations",외부 및 내부 기생충 혼합 감염증을 갖고 있거나 이에 대한,0.5401765,0.85
"2017년 3월
반려동물
고양이 대상 진드기, 벼룩, 귀 응애, 이, 위장 선충 치료를 위한 신규 국부 구충제, Stronghold Plus 출시","March 2017 
Companion Animals 
Launched Stronghold Plus, a new topical parasiticide for cats that treats ticks, fleas, ear mites, lice, and gastrointestinal nematodes","2017년 3월  
반려동물  
고양이를 위한 진드기, 벼룩, 귀 응애, 이, 위장 선충 치료를 위한 신규 국부 구충제인 Stronghold Plus 출시",0.8659009,0.95
"외부 기생충 구충제
북미
동물병원 및 클리닉","Ectoparasiticides
North America
Veterinary Hospitals & Clinics","외부 기생충 구충제  
북미  
동물병원 및 클리닉",0.74051106,0.95
"내부 기생충 구충제
유럽
축산농장
인수","Endoparasiticides
Europe
Animal Farms
Acquisitions","내부 기생충 구충제  
유럽  
축산농장  
인수",0.69090766,0.95
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망,ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망,0.84350336,0.95
"11.5.5
경쟁력 분석","11.5.5 
COMPETITIVE ANALYSIS","11.5.5  
경쟁력 분석",0.8381753,0.95
"부문 성장: 2019년에는 ProHeart, Revolution, Revolution Plus, Simparica 등 구충제의 판매 증가로 반려동물 부문의 성장이 눈에 띄었다. 2019년 구충제 사업 부문 매출액은 2018년과 2017년에 각각 15.6%, 26.6% 성","Segmental Growth: In 2019, the company observed growth in the companion animal segment due to the increased sales of parasiticides such as ProHerat, Revolution, Revolution Plus, and Simparica. In 2019, the sales of its parasiticides business segment revenue grew by 15.6% and 26.6% in 2018 and 2017, respectively.","부문 성장: 2019년에는 ProHeart, Revolution, Revolution Plus, Simparica 등 구충제의 판매 증가로 반려동물 부문의 성장이 눈에 띄었다. 2019년 구충제 사업 부문 매출액은 2018년과 2017년에 각각 15.6%, 26.6% 성장했다.",0.86293054,0.85
"성장 전략: 조에티스는 동물보건 시장에서 입지를 유지하기 위해 다양한 유기적, 무기적 성장 전략을 채택했다.","Growth Strategy: To sustain its position in the animal health market, Zoetis has adopted various organic and inorganic growth strategies.",성장 전략: 조에티스는 동물보건 시장에서 입지를 유지하기 위해 다양한 유기적 및 무기적 성장 전략을 채택했다.,0.80532014,0.95
"
11.6
 버박(VIRBAC)","11.6 
VIRBAC","11.6  
버박(VIRBAC)",0.9529096,0.95
"
11.6.1
기업 개요","11.6.1 
BUSINESS OVERVIEW","11.6.1  
기업 개요",0.7917511,0.95
"버박은 다양한 종류의 동물보건 제품 및 서비스를 제공하는 동물보건 전문 제약연구소이다. 이 기업은 의약품 및 바이오 의약품과 반려동물, 말, 가축, 가금류 대상으로 하는 영양 및 진단 제품을 제공한다. 세 가지 부문을 통해 제품을 제공하는데, 반려동물, 식용동물, 기타 사업부로 구성되어 있다. 반려동물과 소를 대상으로 하는 구충제 판매는 반려동물과 식용동물, 두 가지 부문을 통해 수행한다.","Virbac is an animal health-specific pharmaceutical laboratory that offers a comprehensive range of animal healthcare products and services. The company offers pharmaceutical & biological drug products, and nutritional & diagnostic products for companion animals, horses, farm animals, and poultry animals. The company offers products through three sub-segments—companion animals, food-producing animals, and other businesses. The company markets parasiticides for companion animals and bovines under two segments—companion animals and food-producing animals.","버박은 다양한 종류의 동물보건 제품 및 서비스를 제공하는 동물보건 전문 제약연구소이다. 이 기업은 의약품 및 바이오 의약품과 반려동물, 말, 가축, 가금류를 대상으로 하는 영양 및 진단 제품을 제공한다. 세 가지 부문을 통해 제품을 제공하는데, 반려동물, 식용동물, 기타 사업부로 구성되어 있다. 반려동물과 소를 대상으로 하는 구충제 판매는 반려동물과 식용동물, 두 가지 부문을 통해 수행한다.",0.7262522,0.95
"버박은 100여 개국에 진출해 있으며, 멕시코, 미국, 호주, 남아프리카공화국, 인도, 브라질, 콜롬비아, 베트남, 일본 등 유럽 외 지역에 33개의 자회사를 두고 있다. 주요 자회사로는 Virbac Belgium S.A.(벨기에), Virbac Ltd.(영국), Virbac Espana S.A.(스페인), Virbac Corporation(미국), and Bio Veto Test(프랑스)등이 있다.","The company is present in more than 100 countries. The company has 33 commercial subsidiaries situated outside of Europe in countries such as Mexico, the US, Australia, South Africa, India, Brazil, Colombia, Vietnam, and Japan. Some of its major subsidiaries are Virbac Belgium S.A. (Belgium), Virbac Ltd. (UK), Virbac Espana S.A. (Spain), Virbac Corporation (US), and Bio Veto Test (France).","버박은 100여 개국에 진출해 있으며, 멕시코, 미국, 호주, 남아프리카공화국, 인도, 브라질, 콜롬비아, 베트남, 일본 등 유럽 외 지역에 33개의 자회사를 두고 있다. 주요 자회사로는 Virbac Belgium S.A.(벨기에), Virbac Ltd.(영국), Virbac Espana S.A.(스페인), Virbac Corporation(미국), Bio Veto Test(프랑스) 등이 있다.",0.95789933,0.95
"설립:
1968
프랑스 카호스
1,114(2019년 12월 기준)
10억 5,000만 달러
1,660만 달러
공개","Founded: 
1968
Headquarters: 
Carros, France.
No. of Employees: 1,114 (December 2019)
Revenue: 
USD 1.05 Billion
R&D Expenditure: USD 16.6 Million
Ownership: 
Public","설립:  
1968  
프랑스 카호스  
1,114(2019년 12월 기준)  
10억 5,000만 달러  
1,660만 달러  
공개",0.72038317,0.95
"
11.6.2
제공 제품","11.6.2 
PRODUCTS OFFERED","11.6.2  
제공 제품",0.9057547,0.95
"§
EFFITIX PLUS"," 
EFFITIX PLUS","EFFITIX PLUS

Translation: 에피틱스 플러스",0.63162726,0.95
"§
IVERHART MAX 개 및 고양이 §
IVERHART PLUS"," 
IVERHART MAX Dogs & Cats
 
IVERHART PLUS","IVERHART MAX 개 및 고양이  
IVERHART PLUS",0.90692455,0.95
"§
OTOMITE PLUS"," 
OTOMITE PLUS","OTOMITE PLUS

Translation: 오토마이트 플러스",0.7402436,0.95
"§
PREVENTIC"," 
PREVENTIC",프리벤틱,0.5516396,0.95
"§
SENTINEL"," 
SENTINEL","§
센티넬",0.76518714,0.95
"§
SENTINEL SPECTRUM"," 
SENTINEL SPECTRUM","§
센티넬 스펙트럼",0.8142757,0.95
"§
VIRBANTEL"," 
VIRBANTEL","§
VIRBANTEL

Translation: VIRBANTEL",0.6510513,0.95
"§
HITEK 가금류 §
CLINAR"," 
HITEK Poultry","HITEK 가금류  
CLINAR",0.34038022,0.95
"§
HITEK F Injection"," 
HITEK F Injection",HITEK F 주사,0.8368679,0.95
"§
HITEK Injection"," 
HITEK Injection",HITEK 주사,0.73997104,0.95
"§
HITEK Platinum Injection 젖소 및 버팔로 §
HITEK Tablet"," 
HITEK Platinum Injection Dairy Cattle & Buffaloes
 
HITEK Tablet","HITEK 플래티넘 인젝션 젖소 및 물소  
HITEK 태블릿",0.59269905,0.95
주: 2017년에서 2020년 사이 동물용 구충제 시장에서 버박의 유의미한 동향은 보고되지 않았다.,Note: No significant developments were reported by Virbac in the animal parasiticides market between 2017 and 2020.,주: 2017년에서 2020년 사이 동물용 구충제 시장에서 버박의 유의미한 동향은 보고되지 않았다.,0.8036829,0.95
"외부 기생충 구충제
북미
동물병원 및 클리닉","Ectoparasiticides
North America
Veterinary Hospitals 
& Clinics","외부 기생충 구충제  
북미  
동물병원 및 클리닉",0.74051106,0.95
"내부 기생충 구충제
유럽
축산농장
인수","Endoparasiticides
Europe
Animal Farms
Acquisitions","내부 기생충 구충제  
유럽  
축산 농장  
인수",0.67696047,0.95
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망,ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망,0.84350336,0.95
"11.6.4
경쟁력 분석","11.6.4 
COMPETITIVE ANALYSIS","11.6.4  
경쟁력 분석",0.84704363,0.95
"버박은 동물보건을 전문으로 하는 세계적인 독립적 제약사로, 반려동물과 식용동물을 위해 고안된 다양한 종류의 제품을 판매한다.","Virbac is an independent, global pharmaceutical company exclusively dedicated to animal health. It markets a full range of products designed for companion and food-producing animals.","버박은 동물보건을 전문으로 하는 세계적인 독립적 제약사로, 반려동물과 식용동물을 위해 고안된 다양한 종류의 제품을 판매합니다.",0.6825773,0.95
"부문 성장: 2019년, 반려동물 및 소에 대한 구충제의 매출은 각각 4.0%와 3.1% 증가했다. 구충제에 대한 수요 가 영국, 스페인, 브라질, 멕시코, 인도, 칠레에서 증가했으며, 2019년 칠레에서의 구충제 및 연어용 백신주사제의 매출에 힘입어 동물보건사업이 6.7%의 가파른 성장세를 보였다.","Segmental Growth: In 2019, the sales of parasiticides for companion animals and bovines increased by 
4.0% and 3.1%. The demand for parasiticides increased in the UK, Spain, Brazil, Mexico, India, and Chile. 
In 2019, the animal health business showed healthy growth of 6.7%, fueled mainly by the sales of 
parasiticides and injectable vaccines for salmon in Chile.","부문 성장: 2019년, 반려동물 및 소에 대한 구충제의 매출은 각각 4.0%와 3.1% 증가했다. 구충제에 대한 수요가 영국, 스페인, 브라질, 멕시코, 인도, 칠레에서 증가했으며, 2019년 칠레에서의 구충제 및 연어용 백신주사제의 매출에 힘입어 동물보건사업이 6.7%의 가파른 성장세를 보였다.",0.85178614,0.95
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망,0.84350336,0.95
"11.7
세바 상테 애니멀레(CEVA SANTE ANIMALE)","11.7 
CEVA SANTÉ ANIMALE","11.7  
세바 상테 애니멀레(CEVA SANTE ANIMALE)",0.7314226,0.95
"11.7.1
기업 개요","11.7.1 
BUSINESS OVERVIEW","11.7.1  
기업 개요",0.76737785,0.95
"1999년에 설립된 세바 상테 애니멀레는 프랑스 리부른에 본사를 두고 있으며, 반려동물, 가축, 돼지, 가금류를 대상으로 하는 의약품을 제조하고 판매하며, 다양한 피부과, 심장학, 기생충학, 운동능력, 영양학 관련 제품을 제공한다. 세바 상테 애니멀레는 전 세계 42개국에 진출해 있으며, 110개의 유통시설을 통해 제품을 제공하며, 13개의 R&D 연구소 및 21개의 생산시설을 보유하고 있다.","Founded in 1999 and headquartered in Libourne, France, Ceva Santé Animale manufactures and sells pharmaceutical products for companion animals, livestock, swine, and poultry. The company offers a wide range of dermatology, cardiology, parasitology, locomotion, and nutritional products. The company is present in 42 countries across the globe and offers its products through 110 distribution sites. The company has 13 R&D units and 21 production sites.","1999년에 설립된 세바 상테 애니멀레는 프랑스 리부른에 본사를 두고 있으며, 반려동물, 가축, 돼지, 가금류를 대상으로 하는 의약품을 제조하고 판매하며, 다양한 피부과, 심장학, 기생충학, 운동능력, 영양학 관련 제품을 제공한다. 세바 상테 애니멀레는 전 세계 42개국에 진출해 있으며, 110개의 유통시설을 통해 제품을 제공하며, 13개의 R&D 연구소 및 21개의 생산시설을 보유하고 있다.",0.77715087,0.95
"주요 자회사로는 Ceva Animal Health, Inc.(캐나다), Ceva Animal Health(미국), Ceva Vetech(캐나다), Ceva Tiergesundheit GmbH(독일), Ceva Phylaxia(헝가리), and Ceva Huadu(중국) 등이 있다.","Some of its major subsidiaries are Ceva Animal Health, Inc. (Canada), Ceva Animal Health (US), Ceva Vetech (Canada), Ceva Tiergesundheit GmbH (Germany), Ceva Phylaxia (Hungary), and Ceva Huadu (China).","주요 자회사로는 Ceva Animal Health, Inc.(캐나다), Ceva Animal Health(미국), Ceva Vetech(캐나다), Ceva Tiergesundheit GmbH(독일), Ceva Phylaxia(헝가리), 그리고 Ceva Huadu(중국) 등이 있다.",0.9847921,0.95
"주: 세바 상테 애니멀레는 비공개기업이며, 기업의 재무정보가 공유되지 않는다. 이에 따라 본 섹션에서 재무내용을 다루지 않는다.","Note: Ceva Santé Animale is a privately held company, and no financial information is available in the public domain. Hence, financial details are not added in this section","주: 세바 상테 애니멀레는 비공식 기업이며, 기업의 재무 정보가 공유되지 않습니다. 이에 따라 본 섹션에서는 재무 내용을 다루지 않습니다.",0.8028203,0.95
"11.7.2
제공 제품","11.7.2 
PRODUCTS OFFERED","11.7.2  
제공 제품",0.8968945,0.95
"§
Vectra 3D"," 
Vectra 3D",벡트라 3D,0.86330867,0.95
"§
Vectra Felis"," 
Vectra Felis",벡트라 펠리스,0.69545877,0.95
"§
Strectis"," 
Strectis","§  
스트렉티스",0.8336214,0.95
"§
FIPROLEX 반려동물 §
Catego"," 
FIPROLEX Companion Animals","FIPROLEX 반려동물 §
카테고리",0.8888251,0.95
"§
Milbactor"," 
Milbactor",밀박터,0.58387125,0.95
"반추동물
§
DOUVISTOME","Ruminant 
 
DOUVISTOME","반추동물  
§  
두비스토메",0.5330658,0.95
"11.8
베토퀴놀(VETOQUINOL S.A.)","11.8 
VETOQUINOL S.A.","11.8  
베토퀴놀(VETOQUINOL S.A.)",0.8393038,0.95
"11.8.1
기업 개요","11.8.1 
BUSINESS OVERVIEW","11.8.1  
기업 개요",0.6996592,0.95
"베토퀴놀은 가축과 반려동물을 대상으로 하는 항감염제, 구충제, 소염제, 심장제, 신장제, 영양제와 같은 다양한 범","Vetoquinol S.A. offers a wide range of products in various categories such as anti-infectives, parasiticides, 
anti-inflammatories, and cardiology, nephrology, and nutritional products for livestock and companion 
animals.","베토퀴놀은 가축과 반려동물을 대상으로 하는 항감염제, 구충제, 소염제, 심장제, 신장제, 영양제와 같은 다양한 범주의 약물을 제공합니다.",0.8242475,0.95
"주의 제품들을 제공하며, 수의사, 반려동물 소유자, 사육사, 수의과 대학, 연구소를 고객으로 하고 있다.","The company serves veterinarians, pet owners, breeders, veterinary schools, and research 
institutes.","주의 제품들을 제공하며, 수의사, 반려동물 소유자, 사육사, 수의과 대학, 연구소를 고객으로 하고 있다.",0.9007275,0.95
전 세계 25개 이상의 국가에 진출해 있으며.,It operates in over 25 countries across the globe.,전 세계 25개 이상의 국가에 진출해 있습니다.,0.85177886,0.95
"1933
프랑스 루르
2,372(2020년 3월 기준)
4억 4,360만 달러
비공개
공개","Founded: 
1933
Headquarters: 
Lure, France
No. of Employees: 2,372 (As of March, 2020)
Revenue: 
USD 443.6 Million","1933  
프랑스 루르  
2,372(2020년 3월 기준)  
4억 4,360만 달러  
비공개  
공개",0.6347771,0.95
"
11.8.2
제공 제품","11.8.2 
PRODUCTS OFFERED","11.8.2  
제공 제품",0.74911517,0.95
"외부 기생충 구충제
§
Injectable Altis","Ectoparasiticides 
 
Injectable Altis","외부 기생충 구충제  
§  
주사형 알티스",0.6361149,0.95
"§
Altis pour-on"," 
Altis pour-on",알티스 포론,0.6395371,0.95
"§
AvivA Max"," 
AvivA Max",아비바 맥스,0.68438053,0.95
"§
Bullmec Gold"," 
Bullmec Gold",불맥 골드,0.7718014,0.95
"§
Injectable Contratack"," 
Injectable Contratack",주사 가능한 콘트라택,0.6651561,0.95
"§
Eprino pour-on"," 
Eprino pour-on",에프리노 풀온,0.611118,0.95
"§
Fiprotack pour-on"," 
Fiprotack pour-on",피프로탁 폴론,0.50705814,0.95
"§
Flytion 50"," 
Flytion 50",플라이트션 50,0.74609333,0.95
"§
NOVATACK Gold"," 
NOVATACK Gold",NOVATACK 골드,0.9343221,0.95
"§
NOVATACK pour-on"," 
NOVATACK Pour-on",노바택 폴온,0.39529866,0.95
"
11.8.3
최신 동향","11.8.3 
RECENT DEVELOPMENTS","11.8.3  
최신 동향",0.8381442,0.95
"베토퀴놀의 동물보건 사업 및 시장 지위를
강화하기 위해
유럽경제지역
및
영국
내 2020년 2월
베토퀴놀
엘랑코(미국) Profendor
및
Drontal(엘랑코의
구충제)에
대한 권리를 인수했다","Acquired rights for Profender and Drontal 
(Elanco’s 
parasiticides) 
for 
the 
European 
Economic Area and the UK to strengthen 
Vetoquinol’s animal health business and market 
visibility",베토퀴놀의 동물보건 사업 및 시장 지위를 강화하기 위해 유럽경제지역 및 영국 내 2020년 2월 베토퀴놀은 엘랑코(미국) Profendor 및 Drontal(엘랑코의 구충제)에 대한 권리를 인수했다.,0.83273256,0.9
"브라질의
동물용
구충제
시장에서
지리적
2019년 4월
베토퀴놀
클라리온 바이오시엔시아스
지위를 향상하기 위해 소 부문(내부 및 외부
기생충)에서 높은 시장 점유율을 보유하고 있는
클라리온 바이오시엔시아스를 인수했다.","Acquired Clarion Biociencias, which has a strong 
market share in the bovine segment (internal 
and external parasiticides), to increase its 
geographic footprint in the animal parasiticides 
market in Brazil",브라질의 동물용 구충제 시장에서 지리적 2019년 4월 베토퀴놀은 클라리온 바이오시엔시아스를 인수했다. 이는 소 부문(내부 및 외부 기생충)에서 높은 시장 점유율을 보유하고 있는 클라리온 바이오시엔시아스의 지위를 향상하기 위한 것이다.,0.8199037,0.9
2020년 5월 © MarketsandMarkets™,MAY 2020 © MarketsandMarkets™,2020년 5월 © MarketsandMarkets™,0.9933447,0.95
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망,ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망,0.84350336,0.95
"11.9
펫IQ(PETIQ)","11.9 
PETIQ","11.9  
펫IQ(PETIQ)",0.9424756,1.0
"11.9.1
기업 개요","11.9.1 
BUSINESS OVERVIEW","11.9.1  
기업 개요",0.55366653,1.0
"펫IQ는 지역사회 클리닉과 건강센터를 통해 반려동물 사료, 구충제, 동물의료 서비스 등의 동물보건을 위한 제품 및 서비스의 제조와 유통 업무를 수행하며, 제품과 서비스, 2개의 사업 부문을 운영하고 있다. 제품 부문에서는 다양한 종의 동물에 대한 구충제를 제공한다. 미국 41개 주에 걸쳐 3,400개의 유통 채널을 보유하고 있다.","PetIQ is involved in the manufacturing and distribution of products and services for animal health, such as pet foods, parasiticides, and veterinary services, through community clinics and wellness centers. It operates through two business segments—Products and Services. Under its Products segment, it provides parasiticides for different animal species. The company has 3,400 distribution channels in 41 US states.","펫IQ는 지역사회 클리닉과 건강센터를 통해 반려동물 사료, 구충제, 동물의료 서비스 등의 동물보건을 위한 제품 및 서비스의 제조와 유통 업무를 수행하며, 제품과 서비스, 2개의 사업 부문을 운영하고 있다. 제품 부문에서는 다양한 종의 동물에 대한 구충제를 제공한다. 미국 41개 주에 걸쳐 3,400개의 유통 채널을 보유하고 있다.",0.93097734,0.95
"그림 40
펫IQ: 기업 개요","FIGURE 40 
PETIQ: COMPANY SNAPSHOT","그림 40  
펫IQ: 기업 개요",0.776883,0.95
"2019년 기업 현황
재무 현황","COMPANY AT A GLANCE – 2019
RECENT FINANCIALS","2019년 기업 현황  
재무 현황",0.8951844,0.85
"설립:
본사:
직원 수:
수익:
R&D 지출:
소유 :","Founded: 
2010
Headquarters: 
Idaho, US
No. of Employees: 1,866 (As of December,2019) 
Revenue: 
USD 709.4 Million
R&D Expenditure: USD 1.3 Million
Ownership: 
Public","설립:  
본사:  
직원 수:  
수익:  
R&D 지출:  
소유:",0.70927775,0.95
"출처: 기업 웹사이트, 연차보고서, SEC 자료",5.0% Total Revenue (USD Million),"출처: 기업 웹사이트, 연차보고서, SEC 자료",0.33986938,0.75
"
11.9.2
제공 제품","11.9.2 
PRODUCTS OFFERED","11.9.2  
제공 제품",0.89793897,0.95
"§
Advecta 3"," 
Advecta 3",어드벤타 3,0.759237,0.95
"§
Advecta II"," 
Advecta II","Advecta II

번역: 어드벡타 II",0.8141213,0.95
"§
Advecta flea&tick dog shampoo"," 
Advecta flea & tick dog shampoo",어드벤타 플레 & 틱 강아지 샴푸,0.636866,0.95
"§
Advecta flea&tick dog spray"," 
Advecta flea & tick dog spray",어드벤타 벼룩 및 진드기 개 스프레이,0.6622058,0.95
"§
Advecta indoors"," 
Advecta indoors",Advecta 실내에서,0.81844246,0.95
"§
Advecta yard 외부 기생충 구충제 §
Sergeant’s flea and tick squeeze-on"," 
Advecta yard Ectoparasiticides","어드벡타 야드 외부 기생충 구충제  
서전트의 벼룩 및 진드기 스퀴즈 온",0.7202129,0.85
