source,target,confidence,notes,page,chunk
"9.4.4.1
가축 개체수의 증가로 예상되는 인도 시장의 성장","9.4.4.1 
The increase in livestock population will contribute to market 
growth in India",0.95,"Direct translation with high confidence, maintaining the section number and the main idea.",136,1
"
ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025","
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",0.95,Direct translation of the title with high confidence.,137,1
"TABLE 147 
INDIA: ANIMAL PARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)","표 147
인도: 2018년-2025년 유형별 동물용 기생충 구충제 시장(백만 달러)",0.95,Direct translation of the table title with high confidence.,137,1
"TABLE 148 
INDIA: ANIMAL ECTOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)","표 148
인도: 2018년-2025년 유형별 동물용 외부 기생충 구충제 시장(백만 달러)",0.95,Direct translation of the table title with high confidence.,137,1
"TABLE 149 
INDIA: ANIMAL ENDOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)","표 149
인도: 2018년-2025년 유형별 동물용 내부 기생충 구충제 시장(백만 달러)",0.95,Direct translation of the table title with high confidence.,137,1
"Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis","출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국 동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN 식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이트, 연차보고서, 전문가 취재, MarketsandMarkets 분석",0.95,Direct translation of the source citation with high confidence.,137,1
"
표 150
인도: 2018년-2025년 동물 유형별 동물용 기생충 구충제 시장(백만 달러)","TABLE 150 
INDIA: ANIMAL PARASITICIDES MARKET, BY ANIMAL TYPE, 2018–2025 (USD MILLION)",0.95,Direct translation of table title with currency and years matching.,138,1
"동물 유형
2018
2019
2020
2025
CAGR(2020-2025)","Animal Type 
2018 
2019 
2020 
2025 
CAGR (2020–2025)",0.95,Direct translation of column headers in the table.,138,1
"반려동물
60.9
68.9
78.9
131.2
10.7%","Companion Animals 
60.9 
68.9 
78.9 
131.2 
10.7%",0.95,Direct translation with matching numbers.,138,1
"식용동물
73.9
79.6
85.7
125.8
8.0%","Food-producing Animals 
73.9 
79.6 
85.7 
125.8 
8.0%",0.95,Direct translation with matching numbers.,138,1
"총
134.8
148.5
164.6
257.0
9.3%","Total 
134.8 
148.5 
164.6 
257.0 
9.3%",0.95,Direct translation with matching numbers.,138,1
"표 151
인도: 2018년-2025년 유형별 반려동물용 기생충 구충제 시장(백만 달러)","TABLE 151 
INDIA: COMPANION ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Direct translation of table title with currency and years matching.,138,1
"표 152
인도: 2018년-2025년 유형별 식용동물용 기생충 구충제 시장(백만 달러)","TABLE 152 
INDIA: FOOD-PRODUCING ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Direct translation of table title with currency and years matching.,138,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation of the title with minor formatting differences.,139,1
"
표 153
인도: 2018년-2025년 최종사용자별 동물용 기생충 구충제 시장(백만 달러)","TABLE 153 
INDIA: ANIMAL PARASITICIDES MARKET, BY END USER, 2018–2025 (USD MILLION)",0.95,"Direct translation with equivalent content, including the table title and details.",139,1
"
최종사용자
2018
2019
2020
2025
CAGR(2020-2025)","End User 
2018 
2019 
2020 
2025 
CAGR (2020–2025)",0.95,Exact match of table headers with year and CAGR values.,139,1
"
동물병원 및 클리닉
112.8
124.5
138.2
214.7
9.2%","Veterinary Hospitals & Clinics 
112.8 
124.5 
138.2 
214.7 
9.2%",0.95,Direct translation of the category and figures.,139,1
"
축산농장
16.6
18.3
20.1
32.8
10.3%","Animal Farms 
16.6 
18.3 
20.1 
32.8 
10.3%",0.95,Direct translation of the category and figures.,139,1
"
홈케어
5.3
5.8
6.3
9.5
8.8%","Home Care Settings 
5.3 
5.8 
6.3 
9.5 
8.8%",0.95,Direct translation of the category and figures.,139,1
"
총
134.8
148.5
164.6
257.0
9.3%","Total 
134.8 
148.5 
164.6 
257.0 
9.3%",0.95,Direct translation of the category and figures.,139,1
"
출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국 동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN 식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,Direct translation of the sources with equivalent organizations and content.,139,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation of the document title with high confidence.,140,1
"표 155
기타 아시아태평양 지역: 2018년-2025년 유형별 동물용 외부 기생충 구충제 시장(백만 달러)","TABLE 155 
ROAPAC: ANIMAL ECTOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,"The table title matches directly, indicating a high-quality translation.",140,1
"표 156
기타 아시아태평양 지역: 2018년-2025년 유형별 동물용 내부 기생충 구충제 시장(백만 달러)","TABLE 156 
ROAPAC: ANIMAL ENDOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,"The table title is a direct match, indicating accurate translation.",140,1
"출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국 동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN 식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,"The source and target texts list the same sources of information, indicating a direct translation.",140,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation of the title with high confidence.,141,1
"
표 158
기타 아시아태평양 지역: 2018년-2025년 유형별 반려동물용 기생충 구충제 시장(백만 달러)","TABLE 158 
ROAPAC: COMPANION ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Both texts refer to the same table with detailed financial data on the companion animal parasiticides market.,141,1
"
표 159
기타 아시아태평양 지역: 2018년-2025년 유형별 식용동물용 기생충 구충제 시장(백만 달러)","TABLE 159 
ROAPAC: FOOD-PRODUCING ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,"Both texts describe the market for food-producing animal parasiticides, providing a clear match.",141,1
"
출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국 동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN 식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,"The source and target texts list the same sources for their data, indicating a direct translation.",141,1
"
9.5
라틴 아메리카","9.5 
LATIN AMERICA",0.95,Direct translation of the section title with high confidence.,142,1
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망,ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation of the title with high confidence.,142,1
"라틴 아메리카는 2019년 동물용 구충제 시장의 8.8%를 차지했다. 이 시장의 성장은 지역의 반려동물 및 식용동물의 개체수 증가와 동물성 식품에 대한 수요 증가에 주로 기인한다. 이 분석의 대상이 된 라틴 아메리카 국가는 브라질, 멕시코, 아르헨티나이다.","In 2019, Latin America accounted for a share of 8.8% of the animal parasiticides market. Growth in this market is primarily driven by the increasing population of companion and food-producing animals and the rising demand for animal-derived food products in this region. Latin American countries considered for this study are Brazil, Mexico, and Argentina, among others.",0.95,"The translation accurately reflects the original English text, including the statistics and countries mentioned.",142,1
"라틴 아메리카 국가의 반려동물 입양은 2009년부터 2016년까지 큰 폭으로 증가했다. 브라질은 현재 개 3,710만 마리 이상, 고양이 2,130만 마리의 규모로 세계에서 세 번째로 많은 개와 고양이를 가지고 있다. 반려동물 입양 증가로 관련 보건의료 서비스에 대한 수요가 증가하여 정기 질병검사의 이용이 촉진되었다. 지난 5년에 걸쳐 라틴 아메리카의 반려동물 보건 지출은 44% 증가했다. 그러나 특히 브라질 등의 라틴 아메리카 국가의 경우 동물의 수는 많지만, 체계적인 반려동물 보험 체계가 미비한 상태이다.","Pet adoption in Latin American countries has significantly risen from 2009 to 2016. Currently, Brazil has the world’s third-largest dog and cat population, with over 37.1 million dogs and 21.3 million cats. The growing pet adoption has increased the demand for related healthcare services, thereby supporting the uptake of routine disease testing services. Latin America witnessed a 44% increase in its pet health expenditure in the past five years. However, though the number of pet animals is high in Latin America—specifically Brazil—there is a need for a well-organized pet insurance structure in this region.",0.95,"The translation is direct and accurately reflects the details about pet adoption, healthcare demand, and the need for pet insurance in Latin America.",142,1
"UN FAO와 OECD에 따르면, 이 지역의 동물성 단백질 수요는 증가할 것으로 예상된다. 소고기, 돼지고기, 송아지","According to the UN FAO and the OECD, the demand for animal-based proteins is expected to rise in the region. While the consumption of beef, pig, and veal meat is expected to grow by 10% by 2028, the demand for poultry and fish meat is expected to increase by 15% and 12% during the same period. Poultry consumption is expected to account for 42.1% of total meat consumption in the region by 2028, at 34.2 kg consumption per capita per year.",0.85,"The Korean text is a partial match to the English text, focusing on the expected increase in animal-based protein demand. The English text provides more detailed statistics and projections.",142,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,"Direct translation with high confidence, slight rephrasing in English.",143,1
"
표 163
라틴 아메리카: 2018년-2025년 유형별 동물용 외부 기생충 구충제 시장(백만 달러)","TABLE 163 
LATIN AMERICA: ANIMAL ECTOPARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Exact match with currency and region specifics accurately translated.,143,1
"
표 164
라틴 아메리카: 2018년-2025년 유형별 동물용 내부 기생충 구충제 시장(백만 달러)","TABLE 164 
LATIN AMERICA: ANIMAL ENDOPARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,"Direct translation with all elements like dates, region, and market type correctly translated.",143,1
"
출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국
동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN
식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,Sources are directly translated with organizational names and purposes accurately maintained.,143,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,"Direct translation with high confidence, considering the context and terminology.",144,1
"
표 166
라틴 아메리카: 2018년-2025년 유형별 반려동물용 기생충 구충제 시장(백만 달러)","TABLE 166 
LATIN AMERICA: COMPANION ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,The translation accurately reflects the content and structure of the table title.,144,1
"
표 167
라틴 아메리카: 2018년-2025년 유형별 식용동물용 기생충 구충제 시장(백만 달러)","TABLE 167 
LATIN AMERICA: FOOD-PRODUCING ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,"The translation is accurate, with all elements including the years and market type correctly translated.",144,1
"
출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국
동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN
식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이
트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,"The source and target texts list the same organizations and sources, indicating a direct translation.",144,1
"
9.5.1.1
반려동물 입양 증가 및 동물보건에 대한 인식 제고로 인한 시장 성장","9.5.1.1 
Growing pet adoption and rising awareness about animal health 
to drive market growth",0.95,Direct translation with high contextual alignment,145,1
"브라질은 라틴 아메리카 동물용 구충제 시장의 61.6%를 차지했다. 월스트리트저널에 따르면 브라질의 반려동물 관리 시장은 현재 가장 빠르게 성장하고 있는 시장이다. 브라질 반려동물용품산업협회인 ABINPET에 따르면, 브라질의 반려동물 시장은 향후 5년 간 7.3%의 CAGR로 성장할 것으로 예상된다. 브라질 시장은 또한 라틴 아메리카 지역의 동물용 구충제 시장 가운데 가장 큰 규모이자 가장 빠른 속도로 성장하고 있다.","Brazil accounted for 61.6% of the LATAM animal parasiticides market. According to the Wall Street Journal, 
currently, Brazil is one of the fastest-growing pet care markets. According to ABINPET, the Brazilian 
Association of Industries of Pet Products, the Brazilian pet market will grow at a CAGR of 7.3% in the next 
five years. Brazil is also one of the largest and fastest-growing animal parasiticides markets in the Latin 
American region.",0.95,The translation accurately reflects the original English text's meaning and statistics.,145,1
"브라질 시장은 반려동물 소유자의 보건에 대한 인식과 관심의 증가로 인해 세계적인 동물보건의료기업에게 주 수익창출처가 되고 있다. 또한 진드기나 응애 등의 외부 기생충뿐만 아니라 원충 및 선충 등의 내부 기생충에 의한 반려동물의 감염의 발병 증가로 인해 이러한 동물의 기생충 구제 필요성이 대두되고 있다. 대부분의 식용동물이 기생충 질환에 취약하다는 점에서 브라질의 육류 및 우유의 소비 증가는 이 시장의 주요 성장 촉진요인이 되고 있다. 참고로, 브라질의 육류 생산량은 2017년 2,769만 톤에서 2018년 2,934만 톤으로 증가했다.","The Brazilian market represents an important source of revenue for global animal health companies due to 
increasing awareness on and attention to healthcare among pet animal owners. In addition, the rising 
incidences of infections from ectoparasites such as ticks and mites, as well as endoparasites like protozoa 
and nematodes in companion animals are propelling the need for parasite control in these animals. The 
growing consumption of meat and milk in Brazil is a major driver for this market as most food-producing 
animals are susceptible to parasitic diseases. For instance, meat production in Brazil increased from 
27.69 million tons in 2017 to 29.34 million tons in 2018.",0.95,This translation captures the detailed information and statistics of the original text accurately.,145,1
"
표 170
브라질: 2018년-2025년 유형별 동물용 외부 기생충 구충제 시장(백만 달러)","TABLE 170 
BRAZIL: ANIMAL ECTOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,Direct translation of table title with currency and year range matching.,146,1
"
표 171
브라질: 2018년-2025년 유형별 동물용 내부 기생충 구충제 시장(백만 달러)","TABLE 171 
BRAZIL: ANIMAL ENDOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,Direct translation of table title with currency and year range matching.,146,1
"출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국 동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN 식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,Source citation matches directly with the list of organizations and analysis methods.,146,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation with slight rephrasing,147,1
"
표 173
브라질: 2018년-2025년 유형별 반려동물용 기생충 구충제 시장(백만 달러)","TABLE 173 
BRAZIL: COMPANION ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Direct translation with format alignment,147,1
"
표 174
브라질: 2018년-2025년 유형별 식용동물용 기생충 구충제 시장(백만 달러)","TABLE 174 
BRAZIL: FOOD-PRODUCING ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Direct translation with format alignment,147,1
"
출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국
동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN
식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,Direct translation of sources with minor formatting differences,147,1
"
9.5.2
기타 라틴 아메리카 지역","9.5.2 
REST OF LATIN AMERICA",0.95,Direct translation of the section title.,148,1
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망,ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation of the document title.,148,1
"표 176
기타 라틴 아메리카 지역: 2018년-2025년 유형별 동물용 기생충 구충제 시장(백만 달러)","TABLE 176 
ROLATAM: ANIMAL PARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,"Direct translation of the table title, including the market and years covered.",148,1
"출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국 동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN 식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,Direct translation of the sources list.,148,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation with high contextual and semantic alignment.,149,1
"
표 178
기타 라틴 아메리카 지역: 2018년-2025년 유형별 동물용 내부 기생충 구충제 시장(백만 달러)","TABLE 178 
ROLATAM: ANIMAL ENDOPARASITICIDES MARKET, BY TYPE, 2018–2025 (USD MILLION)",0.95,The translation accurately reflects the content and structure of the original text.,149,1
"
표 179
기타 라틴 아메리카 지역: 2018년-2025년 동물 유형별 동물용 기생충 구충제 시장(백만 달러)","TABLE 179 
ROLATAM: ANIMAL PARASITICIDES MARKET, BY ANIMAL TYPE,  
2018–2025 (USD MILLION)",0.95,"Translation is accurate, with all elements including dates and region names correctly translated.",149,1
"
출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국 동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN 식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,"The sources are directly translated, maintaining the integrity and reference of the original text.",149,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,"Direct translation with high confidence, despite the reversal in the order of 'global forecast to 2025' and 'animal parasiticides market'.",150,1
"
표 181
기타 라틴 아메리카 지역: 2018년-2025년 유형별 식용동물용 기생충 구충제 시장(백만 달러)","TABLE 181 
ROLATAM: FOOD-PRODUCING ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,"The translation accurately reflects the content, with minor differences in formatting and abbreviation.",150,1
"
표 182
기타 라틴 아메리카 지역: 2018년-2025년 최종사용자별 동물용 기생충 구충제 시장(백만 달러)","TABLE 182 
ROLATAM: ANIMAL PARASITICIDES MARKET, BY END USER, 2018–2025 (USD MILLION)",0.95,"The translation is direct and accurate, capturing the essence of the original text.",150,1
"
출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국
동물보건기구(NOAH), 미국 반려동물기생충협의회(CAPC), 미국수의사회(AVMA), 아시아수의학회연맹(FAVA), UN
식량농업기구 통계데이터베이스(FAOSTAT), 유럽 반려동물식품산업연합(FEDIAF), Statista, 보도자료, 기업 웹사이
트, 연차보고서, 전문가 취재, MarketsandMarkets 분석","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,"The translation is comprehensive and matches the source accurately, including the list of sources.",150,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,Direct translation with high confidence,151,1
"
표 184
중동 및 아프리카: 2018년-2025년 유형별 동물용 기생충 구충제 시장(백만 달러)","TABLE 184 
MIDDLE EAST & AFRICA: ANIMAL PARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Direct translation with high confidence,151,1
"
표 185
중동 및 아프리카: 2018년-2025년 유형별 동물용 외부 기생충 구충제 시장(백만 달러)","TABLE 185 
MIDDLE EAST & AFRICA: ANIMAL ECTOPARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Direct translation with high confidence,151,1
"
표 186
중동 및 아프리카: 2018년-2025년 유형별 동물용 내부 기생충 구충제 시장(백만 달러)","TABLE 186 
MIDDLE EAST & AFRICA: ANIMAL ENDOPARASITICIDES MARKET, BY TYPE,  
2018–2025 (USD MILLION)",0.95,Direct translation with high confidence,151,1
"
출처: 세계보건기구(WHO), 국제동물보건연맹(IFAH), 동물보건연구소(AHI), 미국 반려동물제품협회(APPA), 영국","Source: World Health Organization (WHO), International Federation for Animal Health (IFAH), Animal Health Institute (AHI), American 
Pet Products Association (APPA), National Office Of Animal Health (NOAH), Companion Animal Parasite Council (CAPC), American 
Veterinary Medical Association (AVMA), Federation of Asian Veterinary Associations (FAVA), Food and Agriculture Organization 
Corporate Statistical Database (FAOSTAT), European Pet Food Industry Federation (FEDIAF). Statista, Press Releases, Company 
Websites, Annual Reports, Expert Interviews, and MarketsandMarkets Analysis",0.95,"Direct translation with high confidence, though the English source includes more entities",151,1
"
세계의 동물용 기생충 구충제 시장 - 2025년 글로벌 전망",ANIMAL PARASITICIDES MARKET - GLOBAL FORECAST TO 2025,0.95,"Direct translation with high confidence, minor differences in formatting and punctuation.",152,1
